"ORF","Significant"
"YHR027C",FALSE
"YHR200W",TRUE
"YFR004W",FALSE
"YFR052W",FALSE
"YLR421C",FALSE
"YIL075C",FALSE
"YER021W",FALSE
"YDL147W",TRUE
"YDL097C",FALSE
"YPR108W",FALSE
"YOR261C",FALSE
"YDR427W",FALSE
"YDL140C",FALSE
"YPR187W",FALSE
"YOR116C",FALSE
"YLR340W",TRUE
"YDL081C",TRUE
"YDL130W",TRUE
"YOL039W",TRUE
"YDR382W",TRUE
"YGR214W",TRUE
"YLR048W",TRUE
"YOR293W",FALSE
"YMR230W",FALSE
"YOR369C",TRUE
"YDR064W",TRUE
"YJL191W",TRUE
"YOL040C",TRUE
"YLR441C",TRUE
"YML063W",TRUE
"YGL123W",TRUE
"YHL015W",TRUE
"YJL136C",TRUE
"YJL190C",TRUE
"YLR367W",FALSE
"YGL189C",TRUE
"YER131W",TRUE
"YLR388W",TRUE
"YDL061C",TRUE
"YNL178W",TRUE
"YLR167W",TRUE
"YJR123W",TRUE
"YOR096W",TRUE
"YNL096C",TRUE
"YPL081W",FALSE
"YBR189W",TRUE
"YKL145W",FALSE
"YDL007W",FALSE
"YDR394W",FALSE
"YOR259C",FALSE
"YOR117W",FALSE
"YGL048C",FALSE
"YDR333C",FALSE
"YPL009C",FALSE
"YMR131C",FALSE
"YPL012W",FALSE
"YHR065C",TRUE
"YHR069C",FALSE
"YCR035C",FALSE
"YDR280W",FALSE
"YGR095C",TRUE
"YMR229C",TRUE
"YPR137W",FALSE
"YLR357W",FALSE
"YDR303C",TRUE
"YKR008W",FALSE
"YLR033W",FALSE
"YCR052W",TRUE
"YFR037C",TRUE
"YML127W",FALSE
"YER050C",FALSE
"YNR037C",FALSE
"YGL129C",TRUE
"YJR113C",FALSE
"YMR266W",TRUE
"YER125W",FALSE
"YGR152C",TRUE
"YHR087W",TRUE
"YNL254C",FALSE
"YGL244W",FALSE
"YGL252C",FALSE
"YDR233C",TRUE
"YDL204W",TRUE
"YOR014W",FALSE
"YPL183C",FALSE
"YGR275W",FALSE
"YNL206C",TRUE
"YDR190C",FALSE
"YPL235W",FALSE
"YCR009C",FALSE
"YDR388W",TRUE
"YKL212W",FALSE
"YDR129C",FALSE
"YER043C",TRUE
"YLR180W",TRUE
"YDR502C",TRUE
"YPL273W",FALSE
"YNL026W",FALSE
"YFR040W",TRUE
"YPL218W",FALSE
"YDL153C",FALSE
"YKL117W",TRUE
"YER019C-A",FALSE
"YHL034C",FALSE
"YPR129W",FALSE
"YHR205W",FALSE
"YMR214W",FALSE
"YGL011C",TRUE
"YGR049W",FALSE
"YBR037C",FALSE
"YOR367W",FALSE
"YJL080C",FALSE
"YER120W",FALSE
"YMR272C",TRUE
"YMR305C",TRUE
"YGL028C",TRUE
"YGR279C",TRUE
"YKL148C",TRUE
"YLL041C",TRUE
"YKL141W",FALSE
"YOL071W",FALSE
"YBR269C",TRUE
"YLR022C",FALSE
"YKL193C",TRUE
"YGL056C",TRUE
"YBR214W",TRUE
"YDR164C",FALSE
"YIR022W",FALSE
"YNR026C",FALSE
"YLR208W",TRUE
"YMR079W",TRUE
"YGL233W",FALSE
"YPL085W",FALSE
"YBL050W",FALSE
"YBR080C",FALSE
"YNL287W",FALSE
"YLR268W",FALSE
"YPR181C",FALSE
"YIL109C",FALSE
"YDR238C",TRUE
"YGL137W",FALSE
"YIL076W",FALSE
"YDL195W",FALSE
"YLR440C",FALSE
"YFL005W",FALSE
"YDR166C",FALSE
"YFL045C",FALSE
"YIL068C",FALSE
"YLR378C",FALSE
"YPL094C",FALSE
"YOR254C",FALSE
"YML105C",FALSE
"YBR171W",FALSE
"YDR170C",FALSE
"YLR292C",TRUE
"YPR055W",FALSE
"YGR009C",FALSE
"YCR067C",FALSE
"YMR086W",TRUE
"YGL100W",FALSE
"YLR430W",FALSE
"YOR184W",TRUE
"YGR208W",FALSE
"YER081W",TRUE
"YIL074C",TRUE
"YDR023W",FALSE
"YOR165W",FALSE
"YDL168W",FALSE
"YNL049C",TRUE
"YHR098C",FALSE
"YLR321C",FALSE
"YJL145W",FALSE
"YOR021C",TRUE
"YBL102W",FALSE
"YJR134C",FALSE
"YIR001C",FALSE
"YMR190C",TRUE
"YOR057W",TRUE
"YOR007C",FALSE
"YPR161C",FALSE
"YKR043C",FALSE
"YGL228W",TRUE
"YKL130C",FALSE
"YBR130C",FALSE
"YOR035C",FALSE
"YBR263W",FALSE
"YLR058C",TRUE
"YBL058W",FALSE
"YDL212W",FALSE
"YDL225W",TRUE
"YBR103W",FALSE
"YOL031C",TRUE
"YIL123W",TRUE
"YOL004W",FALSE
"YMR175W",TRUE
"YNL007C",FALSE
"YDL047W",FALSE
"YKR100C",FALSE
"YLR398C",FALSE
"YPR189W",FALSE
"YGR195W",TRUE
"YGL213C",TRUE
"YDR328C",TRUE
"YMR216C",FALSE
"YBL007C",FALSE
"YNL243W",FALSE
"YDL052C",TRUE
"YDR515W",FALSE
"YIL105C",TRUE
"YBR077C",FALSE
"YHR030C",FALSE
"YDR189W",FALSE
"YER029C",FALSE
"YFL008W",FALSE
"YJL074C",FALSE
"YLR275W",TRUE
"YLR147C",TRUE
"YLR034C",FALSE
"YGR229C",FALSE
"YML058W",FALSE
"YDR510W",TRUE
"YKL079W",FALSE
"YOR327C",TRUE
"YDR477W",TRUE
"YGL115W",FALSE
"YLR025W",TRUE
"YIL016W",FALSE
"YDR011W",FALSE
"YKL173W",FALSE
"YEL026W",TRUE
"YOR308C",FALSE
"YOR357C",TRUE
"YJL036W",FALSE
"YJR104C",TRUE
"YHR008C",TRUE
"YLL011W",FALSE
"YDR006C",FALSE
"YNR034W",TRUE
"YCR073W-A",TRUE
"YHR163W",TRUE
"YGR248W",TRUE
"YLL021W",FALSE
"YCL054W",TRUE
"YFL002C",FALSE
"YJR010C-A",TRUE
"YML055W",FALSE
"YLR066W",TRUE
"YOL052C",FALSE
"YPR069C",TRUE
"YLR146C",FALSE
"YEL031W",FALSE
"YMR107W",TRUE
"YPR133C",FALSE
"YDR464W",FALSE
"YER148W",FALSE
"YGL207W",TRUE
"YML010W",FALSE
"YGR116W",FALSE
"YLR055C",FALSE
"YHR041C",TRUE
"YML034W",TRUE
"YGL097W",FALSE
"YPR032W",FALSE
"YCL037C",TRUE
"YNL189W",FALSE
"YDR292C",FALSE
"YDL092W",FALSE
"YKR092C",FALSE
"YPR088C",FALSE
"YPL243W",FALSE
"YPL210C",FALSE
"YNL138W",FALSE
"YKL218C",FALSE
"YAL005C",TRUE
"YLL024C",TRUE
"YBL075C",FALSE
"YER103W",TRUE
"YDL229W",TRUE
"YNL209W",TRUE
"YJR045C",FALSE
"YDR293C",FALSE
"YPL106C",FALSE
"YBR169C",TRUE
"YBR283C",FALSE
"YIL143C",FALSE
"YIL030C",FALSE
"YPL232W",TRUE
"YMR183C",FALSE
"YLR250W",TRUE
"YLR369W",FALSE
"YDR086C",FALSE
"YLR452C",FALSE
"YHR064C",FALSE
"YLR362W",TRUE
"YHL007C",FALSE
"YLR389C",TRUE
"YJR117W",FALSE
"YDL130W-A",TRUE
"YGR008C",FALSE
"YIL126W",FALSE
"YOR027W",FALSE
"YLR150W",TRUE
"YMR125W",FALSE
"YCL008C",TRUE
"YGL184C",FALSE
"YGL022W",TRUE
"YLR305C",FALSE
"YLR045C",FALSE
"YMR054W",FALSE
"YMR039C",FALSE
"YDL084W",FALSE
"YIL162W",TRUE
"YNL244C",FALSE
"YJR007W",FALSE
"YPL237W",FALSE
"YDR172W",FALSE
"YBR143C",FALSE
"YDR297W",FALSE
"YML052W",TRUE
"YDR346C",TRUE
"YPL032C",FALSE
"YHR181W",TRUE
"YAR042W",FALSE
"YPL016W",FALSE
"YLR182W",FALSE
"YMR149W",FALSE
"YDR395W",FALSE
"YPL105C",FALSE
"YCR030C",TRUE
"YBR261C",FALSE
"YDR145W",FALSE
"YPL129W",TRUE
"YBR198C",FALSE
"YGL112C",FALSE
"YMR236W",FALSE
"YJR046W",FALSE
"YLR354C",TRUE
"YGL232W",FALSE
"YMR028W",TRUE
"YPL128C",TRUE
"YOR086C",FALSE
"YNL087W",FALSE
"YML072C",FALSE
"YKL027W",FALSE
"YDR212W",FALSE
"YMR291W",TRUE
"YGR205W",TRUE
"YER071C",FALSE
"YHR009C",FALSE
"YJL052W",TRUE
"YJR009C",TRUE
"YGR192C",TRUE
"YIL039W",FALSE
"YPR080W",FALSE
"YKL081W",TRUE
"YJR019C",FALSE
"YKL028W",FALSE
"YKR062W",FALSE
"YGR186W",FALSE
"YGR005C",TRUE
"YLR178C",TRUE
"YKL140W",FALSE
"YMR313C",TRUE
"YOL055C",TRUE
"YDL080C",FALSE
"YPL214C",TRUE
"YOR143C",TRUE
"YER063W",FALSE
"YNL139C",FALSE
"YHR025W",TRUE
"YCR053W",FALSE
"YIL078W",FALSE
"YKR059W",TRUE
"YMR260C",TRUE
"YPR163C",TRUE
"YMR146C",FALSE
"YDR429C",FALSE
"YGR162W",FALSE
"YGL049C",FALSE
"YPR041W",FALSE
"YPR016C",TRUE
"YDR322C-A",TRUE
"YGR181W",FALSE
"YJL143W",FALSE
"YGR033C",FALSE
"YNR017W",FALSE
"YIL022W",FALSE
"YPL063W",TRUE
"YJR135W-A",TRUE
"YEL020W-A",TRUE
"YPR040W",TRUE
"YPR074C",FALSE
"YBR117C",TRUE
"YLR327C",FALSE
"YIL137C",FALSE
"YDL110C",TRUE
"YKL056C",FALSE
"YER007C-A",FALSE
"YJR014W",FALSE
"YOR091W",FALSE
"YDR117C",TRUE
"YLR262C-A",TRUE
"YER175C",TRUE
"YKL058W",FALSE
"YDR457W",FALSE
"YGR082W",TRUE
"YNL131W",TRUE
"YMR203W",TRUE
"YPR133W-A",TRUE
"YNL070W",FALSE
"YNL121C",FALSE
"YHR117W",FALSE
"YOL006C",FALSE
"YNL088W",FALSE
"YKL203C",FALSE
"YBR162C",TRUE
"YER049W",TRUE
"YAL016W",TRUE
"YDR050C",TRUE
"YJL164C",FALSE
"YPL203W",TRUE
"YNL079C",FALSE
"YIL138C",TRUE
"YPR156C",TRUE
"YOR273C",FALSE
"YBR126C",TRUE
"YDR074W",TRUE
"YMR261C",FALSE
"YHR099W",TRUE
"YJL087C",FALSE
"YDR120C",TRUE
"YNR046W",FALSE
"YDL112W",FALSE
"YPL030W",FALSE
"YHR070W",TRUE
"YBR061C",FALSE
"YDL201W",FALSE
"YDR165W",TRUE
"YML014W",TRUE
"YDR007W",TRUE
"YER090W",TRUE
"YKL211C",TRUE
"YDR354W",FALSE
"YGL026C",TRUE
"YDR353W",TRUE
"YDR407C",FALSE
"YMR218C",FALSE
"YDR472W",FALSE
"YOR115C",FALSE
"YLR043C",TRUE
"YGR209C",TRUE
"YCR083W",TRUE
"YML028W",TRUE
"YDR453C",TRUE
"YDL015C",TRUE
"YBR058C-A",TRUE
"YML100W",TRUE
"YOL022C",FALSE
"YML085C",FALSE
"YFL037W",FALSE
"YML124C",FALSE
"YOR187W",TRUE
"YOR251C",TRUE
"YCR084C",FALSE
"YMR071C",TRUE
"YGR080W",FALSE
"YBR166C",FALSE
"YGR185C",FALSE
"YPL207W",FALSE
"YGL050W",TRUE
"YOR295W",FALSE
"YKL210W",FALSE
"YDR390C",FALSE
"YHR111W",TRUE
"YDR177W",FALSE
"YDR092W",TRUE
"YMR022W",TRUE
"YDL064W",TRUE
"YDL122W",FALSE
"YBR058C",TRUE
"YMR304W",FALSE
"YOR124C",TRUE
"YER151C",FALSE
"YFR010W",FALSE
"YGR184C",FALSE
"YML013W",FALSE
"YMR067C",TRUE
"YDR330W",FALSE
"YBR273C",FALSE
"YGR048W",TRUE
"YDL190C",FALSE
"YKL010C",FALSE
"YGR019W",TRUE
"YBR006W",TRUE
"YDR470C",TRUE
"YKL035W",FALSE
"YPL186C",TRUE
"YIL031W",FALSE
"YKL216W",FALSE
"YMR271C",TRUE
"YJL130C",FALSE
"YEL021W",TRUE
"YLR420W",TRUE
"YML106W",TRUE
"YKL024C",FALSE
"YBL039C",TRUE
"YJR103W",FALSE
"YKL014C",TRUE
"YNL229C",TRUE
"YIL008W",FALSE
"YDL058W",FALSE
"YKR042W",FALSE
"YJL109C",TRUE
"YLR222C",FALSE
"YML093W",FALSE
"YMR093W",TRUE
"YBL004W",FALSE
"YLR409C",FALSE
"YGR090W",FALSE
"YIL091C",FALSE
"YDR324C",FALSE
"YDR449C",FALSE
"YER082C",FALSE
"YGR128C",FALSE
"YHR196W",TRUE
"YJR049C",TRUE
"YEL040W",TRUE
"YEL038W",FALSE
"YLR386W",FALSE
"YEL013W",TRUE
"YML115C",FALSE
"YGR094W",FALSE
"YMR088C",FALSE
"YNL212W",TRUE
"YGL227W",TRUE
"YLR410W",FALSE
"YDL185W",TRUE
"YHR039C-A",TRUE
"YPR036W",FALSE
"YBR127C",FALSE
"YHR060W",FALSE
"YOR332W",FALSE
"YKL080W",TRUE
"YLR447C",FALSE
"YGR020C",FALSE
"YEL051W",TRUE
"YNL321W",FALSE
"YOR270C",FALSE
"YKR001C",FALSE
"YLL040C",FALSE
"YOR132W",TRUE
"YOR089C",TRUE
"YNR006W",FALSE
"YHR012W",FALSE
"YDR495C",FALSE
"YPL120W",FALSE
"YJL154C",TRUE
"YPR173C",FALSE
"YGL095C",FALSE
"YOR069W",FALSE
"YDR027C",TRUE
"YDR372C",TRUE
"YGL225W",FALSE
"YLR337C",FALSE
"YFL004W",FALSE
"YPL019C",FALSE
"YJL012C",TRUE
"YMR197C",TRUE
"YEL002C",TRUE
"YOR043W",TRUE
"YNL197C",FALSE
"YOL097C",TRUE
"YOR230W",TRUE
"YFL010C",TRUE
"YGR194C",TRUE
"YJR133W",TRUE
"YGL173C",FALSE
"YPL252C",FALSE
"YJL141C",TRUE
"YML007W",TRUE
"YPL239W",FALSE
"YBL029C-A",TRUE
"YBL036C",FALSE
"YBL055C",FALSE
"YGL060W",FALSE
"YBR053C",TRUE
"YBR056W",TRUE
"YBR085C-A",TRUE
"YBR096W",FALSE
"YBR287W",TRUE
"YLL048C",TRUE
"YDR135C",TRUE
"YGR203W",FALSE
"YHR135C",FALSE
"YNL154C",FALSE
"YCL042W",TRUE
"YCR004C",TRUE
"YCR016W",FALSE
"YCR043C",FALSE
"YCR051W",TRUE
"YCR090C",FALSE
"YPL087W",FALSE
"YNL064C",FALSE
"YDL085C-A",TRUE
"YDL086W",TRUE
"YDL124W",TRUE
"YDL144C",TRUE
"YDR061W",FALSE
"YDR248C",FALSE
"YDR341C",FALSE
"YDR391C",FALSE
"YLR249W",TRUE
"YEL073C",TRUE
"YER010C",FALSE
"YER079W",FALSE
"YER134C",FALSE
"YER156C",TRUE
"YER188W",TRUE
"YKL065C",FALSE
"YDL072C",FALSE
"YDL120W",FALSE
"YFR006W",TRUE
"YFR016C",FALSE
"YGL101W",FALSE
"YGL039W",TRUE
"YGL082W",FALSE
"YGL108C",TRUE
"YGL140C",FALSE
"YGL185C",FALSE
"YGL242C",FALSE
"YNL160W",FALSE
"YGR017W",FALSE
"YGR054W",FALSE
"YGR111W",TRUE
"YGR125W",FALSE
"YGR130C",TRUE
"YGR201C",TRUE
"YGR210C",FALSE
"YGR250C",TRUE
"YGR266W",TRUE
"YGR234W",TRUE
"YHR029C",TRUE
"YMR241W",FALSE
"YHR020W",TRUE
"YHR045W",FALSE
"YHR097C",TRUE
"YHR112C",FALSE
"YHR122W",FALSE
"YHR127W",FALSE
"YHR138C",TRUE
"YHR202W",TRUE
"YIL002W-A",TRUE
"YIL108W",FALSE
"YIL156W-B",TRUE
"YMR152W",FALSE
"YGR172C",TRUE
"YNL044W",TRUE
"YGL198W",FALSE
"YIR035C",TRUE
"YJL055W",TRUE
"YJL068C",FALSE
"YJL133C-A",FALSE
"YJL171C",TRUE
"YJR096W",TRUE
"YJR142W",FALSE
"YKL094W",FALSE
"YLR200W",FALSE
"YKL033W-A",FALSE
"YKL065W-A",TRUE
"YKL069W",FALSE
"YKL091C",FALSE
"YKL100C",TRUE
"YKR018C",FALSE
"YKL196C",FALSE
"YPR125W",FALSE
"YLR118C",FALSE
"YLR126C",TRUE
"YLR177W",FALSE
"YLR179C",TRUE
"YLR225C",FALSE
"YLR257W",TRUE
"YLR287C",FALSE
"YLR345W",FALSE
"YLR352W",FALSE
"YLR361C-A",TRUE
"YLR419W",FALSE
"YLR460C",FALSE
"YPR058W",FALSE
"YPR024W",FALSE
"YMR302C",TRUE
"YML079W",TRUE
"YML131W",TRUE
"YML025C",TRUE
"YMR027W",FALSE
"YMR074C",FALSE
"YMR087W",FALSE
"YMR090W",TRUE
"YMR099C",FALSE
"YMR178W",TRUE
"YMR196W",TRUE
"YMR209C",TRUE
"YMR226C",FALSE
"YMR295C",TRUE
"YFR049W",TRUE
"YMR315W",TRUE
"YKL067W",TRUE
"YNL040W",FALSE
"YNL108C",TRUE
"YNL115C",TRUE
"YNL134C",TRUE
"YNL181W",FALSE
"YNL194C",FALSE
"YNL208W",TRUE
"YNL247W",FALSE
"YNR021W",FALSE
"YNR034W-A",TRUE
"YOL057W",FALSE
"YOL098C",FALSE
"YPR028W",TRUE
"YOR020W-A",FALSE
"YGR281W",FALSE
"YOR131C",TRUE
"YOR283W",FALSE
"YOR289W",TRUE
"YDR057W",FALSE
"YDL235C",TRUE
"YFR003C",FALSE
"YKL126W",TRUE
"YMR104C",TRUE
"YOR291W",FALSE
"YPL067C",FALSE
"YPL199C",FALSE
"YPL225W",TRUE
"YPL247C",TRUE
"YGR198W",TRUE
"YOL092W",TRUE
"YPR010C-A",TRUE
"YPR063C",TRUE
"YPR089W",FALSE
"YPR097W",FALSE
"YDR368W",TRUE
"YPR114W",TRUE
"YPR127W",TRUE
"YPR148C",TRUE
"YPR172W",FALSE
"YLR120C",FALSE
"YFL038C",TRUE
"YBR264C",TRUE
"YER031C",FALSE
"YGL210W",TRUE
"YKR014C",FALSE
"YLR262C",TRUE
"YML001W",TRUE
"YDR381W",FALSE
"YKL214C",TRUE
"YDR002W",TRUE
"YIL063C",FALSE
"YGL164C",FALSE
"YBR054W",TRUE
"YBR111C",TRUE
"YHR017W",FALSE
"YHR016C",FALSE
"YMR089C",FALSE
"YOR272W",FALSE
"YJR099W",FALSE
"YIR026C",FALSE
"YOL109W",TRUE
"YNR029C",FALSE
"YGR211W",TRUE
"YOL154W",TRUE
"YMR243C",TRUE
"YGL255W",TRUE
"YKL175W",TRUE
"YBR046C",TRUE
"YGR285C",TRUE
"YNL241C",TRUE
